REF_DATE,Sex,Age group,VALUE
1975,Males,21 years,77851
1976,Males,21 years,81545
1977,Males,21 years,80739
1978,Males,21 years,81874
1979,Males,21 years,83297
1980,Males,21 years,85042
1981,Males,21 years,86835
1982,Males,21 years,89303
1983,Males,21 years,89670
1984,Males,21 years,93339
1985,Males,21 years,94018
1986,Males,21 years,91168
1987,Males,21 years,85085
1988,Males,21 years,79525
1989,Males,21 years,78476
1990,Males,21 years,79091
1991,Males,21 years,81020
1992,Males,21 years,81052
1993,Males,21 years,77056
1994,Males,21 years,75399
1995,Males,21 years,73937
1996,Males,21 years,75623
1997,Males,21 years,75361
1998,Males,21 years,75361
1999,Males,21 years,75719
2000,Males,21 years,78108
2001,Males,21 years,81251
2002,Males,21 years,83352
2003,Males,21 years,84329
2004,Males,21 years,87651
2005,Males,21 years,88733
2006,Males,21 years,91490
2007,Males,21 years,90286
2008,Males,21 years,89250
2009,Males,21 years,88251
2010,Males,21 years,92308
2011,Males,21 years,95909
2012,Males,21 years,97224
2013,Males,21 years,97297
2014,Males,21 years,97517
2015,Males,21 years,97291
2016,Males,21 years,100586
2017,Males,21 years,100873
2018,Males,21 years,102109
2019,Males,21 years,105843
2020,Males,21 years,106627
2021,Males,21 years,107236
1971,Males,22 years,69833
1972,Males,22 years,69227
1973,Males,22 years,71435
1974,Males,22 years,73488
1975,Males,22 years,76113
1976,Males,22 years,78161
1977,Males,22 years,80855
1978,Males,22 years,79976
1979,Males,22 years,81618
1980,Males,22 years,83480
1981,Males,22 years,84575
1982,Males,22 years,87134
1983,Males,22 years,90237
1984,Males,22 years,90587
1985,Males,22 years,94600
1986,Males,22 years,95670
1987,Males,22 years,92702
1988,Males,22 years,86209
1989,Males,22 years,81750
1990,Males,22 years,79923
1991,Males,22 years,79961
1992,Males,22 years,81616
1993,Males,22 years,80828
1994,Males,22 years,77107
1995,Males,22 years,75607
1996,Males,22 years,74192
1997,Males,22 years,76157
1998,Males,22 years,75704
1999,Males,22 years,76107
2000,Males,22 years,76834
2001,Males,22 years,79771
2002,Males,22 years,82250
2003,Males,22 years,84390
2004,Males,22 years,85011
2005,Males,22 years,88153
2006,Males,22 years,89516
2007,Males,22 years,90855
2008,Males,22 years,89857
2009,Males,22 years,89010
2010,Males,22 years,88711
2011,Males,22 years,92895
2012,Males,22 years,97417
2013,Males,22 years,98282
2014,Males,22 years,98162
2015,Males,22 years,97813
2016,Males,22 years,98929
2017,Males,22 years,104177
2018,Males,22 years,105609
2019,Males,22 years,105651
2020,Males,22 years,107358
2021,Males,22 years,107033
1971,Males,23 years,71680
1972,Males,23 years,70382
1973,Males,23 years,69952
1974,Males,23 years,72822
1975,Males,23 years,74016
1976,Males,23 years,76035
1977,Males,23 years,77539
1978,Males,23 years,79948
1979,Males,23 years,79171
1980,Males,23 years,81341
1981,Males,23 years,82696
1982,Males,23 years,84591
1983,Males,23 years,87801
1984,Males,23 years,91163
1985,Males,23 years,91529
1986,Males,23 years,95854
1987,Males,23 years,97083
1988,Males,23 years,93816
1989,Males,23 years,88493
1990,Males,23 years,82853
1991,Males,23 years,80838
1992,Males,23 years,80547
1993,Males,23 years,81460
1994,Males,23 years,81022
1995,Males,23 years,77158
1996,Males,23 years,75352
1997,Males,23 years,74772
1998,Males,23 years,76468
1999,Males,23 years,76627
2000,Males,23 years,77546
2001,Males,23 years,78495
2002,Males,23 years,80533
2003,Males,23 years,83260
2004,Males,23 years,85101
2005,Males,23 years,85322
2006,Males,23 years,88429
2007,Males,23 years,88637
2008,Males,23 years,90138
2009,Males,23 years,89605
2010,Males,23 years,89456
2011,Males,23 years,89669
2012,Males,23 years,94433
2013,Males,23 years,98518
2014,Males,23 years,99201
2015,Males,23 years,98437
2016,Males,23 years,99848
2017,Males,23 years,102936
2018,Males,23 years,109305
2019,Males,23 years,110132
2020,Males,23 years,108850
2021,Males,23 years,108785
1971,Males,24 years,73897
1972,Males,24 years,72063
1973,Males,24 years,71065
1974,Males,24 years,71415
1975,Males,24 years,73482
1976,Males,24 years,74164
1977,Males,24 years,75566
1978,Males,24 years,76958
1979,Males,24 years,79179
1980,Males,24 years,78505
1981,Males,24 years,80536
1982,Males,24 years,82733
1983,Males,24 years,84977
1984,Males,24 years,88415
1985,Males,24 years,91978
1986,Males,24 years,93164
1987,Males,24 years,97427
1988,Males,24 years,97985
1989,Males,24 years,96399
1990,Males,24 years,89624
1991,Males,24 years,83336
1992,Males,24 years,81141
1993,Males,24 years,80517
1994,Males,24 years,81789
1995,Males,24 years,81215
1996,Males,24 years,76865
1997,Males,24 years,76061
1998,Males,24 years,74876
1999,Males,24 years,77406
2000,Males,24 years,78168
2001,Males,24 years,79217
2002,Males,24 years,79277
2003,Males,24 years,81173
2004,Males,24 years,83569
2005,Males,24 years,85307
2006,Males,24 years,85808
2007,Males,24 years,87863
2008,Males,24 years,88020
2009,Males,24 years,89836
2010,Males,24 years,90030
2011,Males,24 years,89752
2012,Males,24 years,90864
2013,Males,24 years,94985
2014,Males,24 years,99038
2015,Males,24 years,99365
2016,Males,24 years,100066
2017,Males,24 years,102862
2018,Males,24 years,106845
2019,Males,24 years,112727
2020,Males,24 years,112389
2021,Males,24 years,109945
1971,Males,25 years,62821
1972,Males,25 years,74658
1973,Males,25 years,72889
1974,Males,25 years,72436
1975,Males,25 years,72044
1976,Males,25 years,73515
1977,Males,25 years,73851
1978,Males,25 years,75059
1979,Males,25 years,76347
1980,Males,25 years,78515
1981,Males,25 years,77371
1982,Males,25 years,81020
1983,Males,25 years,83164
1984,Males,25 years,85561
1985,Males,25 years,89029
1986,Males,25 years,93112
1987,Males,25 years,94984
1988,Males,25 years,98540
1989,Males,25 years,100312
1990,Males,25 years,97123
1991,Males,25 years,90312
1992,Males,25 years,83584
1993,Males,25 years,81044
1994,Males,25 years,80704
1995,Males,25 years,81964
1996,Males,25 years,80711
1997,Males,25 years,77731
1998,Males,25 years,76422
1999,Males,25 years,75747
2000,Males,25 years,78909
2001,Males,25 years,80140
2002,Males,25 years,79911
2003,Males,25 years,79766
2004,Males,25 years,81444
2005,Males,25 years,83561
2006,Males,25 years,85216
2007,Males,25 years,84973
2008,Males,25 years,87485
2009,Males,25 years,87532
2010,Males,25 years,90114
2011,Males,25 years,90322
2012,Males,25 years,90683
2013,Males,25 years,91132
2014,Males,25 years,95213
2015,Males,25 years,99095
2016,Males,25 years,100594
2017,Males,25 years,101956
2018,Males,25 years,105845
2019,Males,25 years,109364
2020,Males,25 years,114614
2021,Males,25 years,113403
1971,Males,26 years,59541
1972,Males,26 years,63254
1973,Males,26 years,75915
1974,Males,26 years,74220
1975,Males,26 years,72981
1976,Males,26 years,72302
1977,Males,26 years,73551
1978,Males,26 years,73576
1979,Males,26 years,74530
1980,Males,26 years,75899
1981,Males,26 years,77325
1982,Males,26 years,77778
1983,Males,26 years,81638
1984,Males,26 years,83757
1985,Males,26 years,86146
1986,Males,26 years,90203
1987,Males,26 years,95546
1988,Males,26 years,96262
1989,Males,26 years,101055
1990,Males,26 years,100992
1991,Males,26 years,97686
1992,Males,26 years,90624
1993,Males,26 years,83534
1994,Males,26 years,81117
1995,Males,26 years,80883
1996,Males,26 years,81659
1997,Males,26 years,81874
1998,Males,26 years,78358
1999,Males,26 years,77598
2000,Males,26 years,77252
2001,Males,26 years,80805
2002,Males,26 years,81251
2003,Males,26 years,80520
2004,Males,26 years,79908
2005,Males,26 years,81392
2006,Males,26 years,83284
2007,Males,26 years,84855
2008,Males,26 years,84428
2009,Males,26 years,87023
2010,Males,26 years,87705
2011,Males,26 years,89781
2012,Males,26 years,91286
2013,Males,26 years,90984
2014,Males,26 years,91460
2015,Males,26 years,94889
2016,Males,26 years,100040
2017,Males,26 years,102137
2018,Males,26 years,104499
2019,Males,26 years,108148
2020,Males,26 years,110967
2021,Males,26 years,115618
1971,Males,27 years,61935
1972,Males,27 years,60173
1973,Males,27 years,63867
1974,Males,27 years,77368
1975,Males,27 years,74602
1976,Males,27 years,72887
1977,Males,27 years,72285
1978,Males,27 years,73472
1979,Males,27 years,73041
1980,Males,27 years,74038
1981,Males,27 years,75212
1982,Males,27 years,77953
1983,Males,27 years,78426
1984,Males,27 years,82490
1985,Males,27 years,84430
1986,Males,27 years,87227
1987,Males,27 years,92597
1988,Males,27 years,97196
1989,Males,27 years,98578
1990,Males,27 years,101736
1991,Males,27 years,100957
1992,Males,27 years,97652
1993,Males,27 years,90557
1994,Males,27 years,83527
1995,Males,27 years,81327
1996,Males,27 years,81156
1997,Males,27 years,82909
1998,Males,27 years,82779
1999,Males,27 years,79657
2000,Males,27 years,79569
2001,Males,27 years,79719
2002,Males,27 years,82123
2003,Males,27 years,81923
2004,Males,27 years,80967
2005,Males,27 years,79971
2006,Males,27 years,81382
2007,Males,27 years,83098
2008,Males,27 years,84921
2009,Males,27 years,84128
2010,Males,27 years,87485
2011,Males,27 years,87757
2012,Males,27 years,90801
2013,Males,27 years,91854
2014,Males,27 years,91468
2015,Males,27 years,91352
2016,Males,27 years,96072
2017,Males,27 years,101303
2018,Males,27 years,104779
2019,Males,27 years,106826
2020,Males,27 years,110101
2021,Males,27 years,112078
1971,Males,28 years,58910
1972,Males,28 years,62195
1973,Males,28 years,60802
1974,Males,28 years,64638
1975,Males,28 years,78082
1976,Males,28 years,74491
1977,Males,28 years,72878
1978,Males,28 years,72234
1979,Males,28 years,73140
1980,Males,28 years,72630
1981,Males,28 years,73345
1982,Males,28 years,75772
1983,Males,28 years,78738
1984,Males,28 years,79255
1985,Males,28 years,83401
1986,Males,28 years,85572
1987,Males,28 years,89730
1988,Males,28 years,94209
1989,Males,28 years,99740
1990,Males,28 years,99338
1991,Males,28 years,101974
1992,Males,28 years,101113
1993,Males,28 years,97802
1994,Males,28 years,90969
1995,Males,28 years,83748
1996,Males,28 years,81849
1997,Males,28 years,82362
1998,Males,28 years,83897
1999,Males,28 years,84217
2000,Males,28 years,81820
2001,Males,28 years,82218
2002,Males,28 years,81225
2003,Males,28 years,83097
2004,Males,28 years,82599
2005,Males,28 years,81365
2006,Males,28 years,80267
2007,Males,28 years,81439
2008,Males,28 years,83386
2009,Males,28 years,85248
2010,Males,28 years,84417
2011,Males,28 years,87596
2012,Males,28 years,88722
2013,Males,28 years,91323
2014,Males,28 years,92342
2015,Males,28 years,91620
2016,Males,28 years,93353
2017,Males,28 years,97514
2018,Males,28 years,103959
2019,Males,28 years,107540
2020,Males,28 years,109170
2021,Males,28 years,111309
1971,Males,29 years,57417
1972,Males,29 years,59405
1973,Males,29 years,62398
1974,Males,29 years,61757
1975,Males,29 years,64938
1976,Males,29 years,77344
1977,Males,29 years,74658
1978,Males,29 years,72959
1979,Males,29 years,72007
1980,Males,29 years,72999
1981,Males,29 years,72354
1982,Males,29 years,73937
1983,Males,29 years,76462
1984,Males,29 years,79683
1985,Males,29 years,80172
1986,Males,29 years,84652
1987,Males,29 years,87944
1988,Males,29 years,91447
1989,Males,29 years,96673
1990,Males,29 years,100622
1991,Males,29 years,99967
1992,Males,29 years,101998
1993,Males,29 years,101451
1994,Males,29 years,98205
1995,Males,29 years,91347
1996,Males,29 years,84557
1997,Males,29 years,83236
1998,Males,29 years,83357
1999,Males,29 years,85305
2000,Males,29 years,86394
2001,Males,29 years,84684
2002,Males,29 years,83995
2003,Males,29 years,82083
2004,Males,29 years,84024
2005,Males,29 years,83309
2006,Males,29 years,81637
2007,Males,29 years,80510
2008,Males,29 years,81728
2009,Males,29 years,83770
2010,Males,29 years,85971
2011,Males,29 years,85024
2012,Males,29 years,88519
2013,Males,29 years,89458
2014,Males,29 years,91887
2015,Males,29 years,92627
2016,Males,29 years,93410
2017,Males,29 years,94911
2018,Males,29 years,100450
2019,Males,29 years,106962
2020,Males,29 years,110118
2021,Males,29 years,110229
1971,Males,30 years,52471
1972,Males,30 years,57330
1973,Males,30 years,59789
1974,Males,30 years,62910
1975,Males,30 years,62128
1976,Males,30 years,65322
1977,Males,30 years,77622
1978,Males,30 years,74711
1979,Males,30 years,72736
1980,Males,30 years,71818
1981,Males,30 years,72627
1982,Males,30 years,72576
1983,Males,30 years,74684
1984,Males,30 years,77330
1985,Males,30 years,80525
1986,Males,30 years,81554
1987,Males,30 years,86852
1988,Males,30 years,89613
1989,Males,30 years,93936
1990,Males,30 years,97596
1991,Males,30 years,101364
1992,Males,30 years,99807
1993,Males,30 years,102217
1994,Males,30 years,101886
1995,Males,30 years,98683
1996,Males,30 years,91875
1997,Males,30 years,85654
1998,Males,30 years,84088
1999,Males,30 years,84863
2000,Males,30 years,87414
2001,Males,30 years,88775
2002,Males,30 years,86577
2003,Males,30 years,84979
2004,Males,30 years,83018
2005,Males,30 years,84829
2006,Males,30 years,83815
2007,Males,30 years,81890
2008,Males,30 years,80883
2009,Males,30 years,82111
2010,Males,30 years,84491
2011,Males,30 years,86378
2012,Males,30 years,85945
2013,Males,30 years,89256
2014,Males,30 years,90092
2015,Males,30 years,92368
2016,Males,30 years,94460
2017,Males,30 years,95034
2018,Males,30 years,97816
2019,Males,30 years,103625
2020,Males,30 years,109977
2021,Males,30 years,111386
1971,Males,31 years,51246
1972,Males,31 years,52595
1973,Males,31 years,57184
1974,Males,31 years,60419
1975,Males,31 years,62883
1976,Males,31 years,62523
1977,Males,31 years,65156
1978,Males,31 years,77824
1979,Males,31 years,74499
1980,Males,31 years,72493
1981,Males,31 years,71571
1982,Males,31 years,72857
1983,Males,31 years,73037
1984,Males,31 years,75485
1985,Males,31 years,78204
1986,Males,31 years,81617
1987,Males,31 years,83477
1988,Males,31 years,88354
1989,Males,31 years,92095
1990,Males,31 years,94709
1991,Males,31 years,98595
1992,Males,31 years,101105
1993,Males,31 years,100010
1994,Males,31 years,102683
1995,Males,31 years,102395
1996,Males,31 years,98909
1997,Males,31 years,92995
1998,Males,31 years,86312
1999,Males,31 years,85305
2000,Males,31 years,86928
2001,Males,31 years,89872
2002,Males,31 years,90773
2003,Males,31 years,87602
2004,Males,31 years,85788
2005,Males,31 years,83818
2006,Males,31 years,85130
2007,Males,31 years,84083
2008,Males,31 years,82312
2009,Males,31 years,81199
2010,Males,31 years,82569
2011,Males,31 years,85073
2012,Males,31 years,87175
2013,Males,31 years,86567
2014,Males,31 years,89872
2015,Males,31 years,90653
2016,Males,31 years,94162
2017,Males,31 years,96198
2018,Males,31 years,97868
2019,Males,31 years,100911
2020,Males,31 years,106425
2021,Males,31 years,111160
1971,Males,32 years,49901
1972,Males,32 years,51174
1973,Males,32 years,52749
1974,Males,32 years,57265
1975,Males,32 years,60664
1976,Males,32 years,62152
1977,Males,32 years,62166
1978,Males,32 years,64986
1979,Males,32 years,77779
1980,Males,32 years,74351
1981,Males,32 years,72199
1982,Males,32 years,71628
1983,Males,32 years,73295
1984,Males,32 years,73658
1985,Males,32 years,76283
1986,Males,32 years,79269
1987,Males,32 years,83445
1988,Males,32 years,84737
1989,Males,32 years,90701
1990,Males,32 years,93030
1991,Males,32 years,95668
1992,Males,32 years,98500
1993,Males,32 years,101167
1994,Males,32 years,100170
1995,Males,32 years,103182
1996,Males,32 years,102898
1997,Males,32 years,100146
1998,Males,32 years,93628
1999,Males,32 years,87258
2000,Males,32 years,87126
2001,Males,32 years,89496
2002,Males,32 years,91767
2003,Males,32 years,91864
2004,Males,32 years,88537
2005,Males,32 years,86575
2006,Males,32 years,84430
2007,Males,32 years,85364
2008,Males,32 years,84501
2009,Males,32 years,82547
2010,Males,32 years,81800
2011,Males,32 years,83259
2012,Males,32 years,85892
2013,Males,32 years,87796
2014,Males,32 years,87107
2015,Males,32 years,90404
2016,Males,32 years,92733
2017,Males,32 years,95847
2018,Males,32 years,98768
2019,Males,32 years,100805
2020,Males,32 years,103675
2021,Males,32 years,107806
1971,Males,33 years,49325
1972,Males,33 years,49963
1973,Males,33 years,51205
1974,Males,33 years,53092
1975,Males,33 years,57081
1976,Males,33 years,60719
1977,Males,33 years,61869
1978,Males,33 years,61816
1979,Males,33 years,64618
1980,Males,33 years,77918
1981,Males,33 years,74187
1982,Males,33 years,72291
1983,Males,33 years,71865
1984,Males,33 years,73764
1985,Males,33 years,74246
1986,Males,33 years,77304
1987,Males,33 years,80910
1988,Males,33 years,84839
1989,Males,33 years,86705
1990,Males,33 years,91223
1991,Males,33 years,94223
1992,Males,33 years,95254
1993,Males,33 years,98564
1994,Males,33 years,101242
1995,Males,33 years,100452
1996,Males,33 years,103449
1997,Males,33 years,104121
1998,Males,33 years,100615
1999,Males,33 years,94553
2000,Males,33 years,88702
2001,Males,33 years,89520
2002,Males,33 years,91343
2003,Males,33 years,92813
2004,Males,33 years,92780
2005,Males,33 years,89189
2006,Males,33 years,87066
2007,Males,33 years,84548
2008,Males,33 years,85724
2009,Males,33 years,84560
2010,Males,33 years,82966
2011,Males,33 years,82607
2012,Males,33 years,83902
2013,Males,33 years,86393
2014,Males,33 years,88276
2015,Males,33 years,87406
2016,Males,33 years,91914
2017,Males,33 years,94263
2018,Males,33 years,98312
2019,Males,33 years,101742
2020,Males,33 years,103254
2021,Males,33 years,104851
1971,Males,34 years,48170
1972,Males,34 years,49277
1973,Males,34 years,50225
1974,Males,34 years,51425
1975,Males,34 years,53265
1976,Males,34 years,56338
1977,Males,34 years,60665
1978,Males,34 years,61667
1979,Males,34 years,61378
1980,Males,34 years,64469
1981,Males,34 years,76993
1982,Males,34 years,74341
1983,Males,34 years,72561
1984,Males,34 years,72188
